H,K,L,FreeR_flag,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM
14,2,6,2,393.8817,190.2428,643.3029,378.3201,309.4638,220.095,199.4349,46.05295,61.97534,92.1059,230.4226,73.17996,168.4472,55.93022,0
14,2,7,12,394.1558,268.8714,394.1558,268.8714,,,184.2167,61.81786,,,184.2167,61.81786,,,1
14,2,8,7,,,,,,,,,,,,,,,
14,2,9,7,,,,,,,,,,,,,,,
14,2,10,2,,,,,,,,,,,,,,,
14,2,11,12,,,,,,,,,,,,,,,
14,2,12,9,,,,,,,,,,,,,,,
14,2,13,4,,,,,,,,,,,,,,,
14,3,0,2,18.15711,33.59157,18.15711,33.59157,18.15711,33.59157,40.06128,16.97232,-0,0,40.06128,24.00249,40.06128,24.00249,0
14,3,1,7,2139.661,627.3743,2595.455,771.1503,1247.457,1078.916,325.1198,72.55784,162.996,145.1157,406.6178,96.20668,243.6218,108.6409,0
14,3,2,19,239.5979,62.83221,172.4733,83.32762,328.0608,95.65967,151.1986,21.26298,-52.25546,42.52596,125.0708,32.87744,177.3263,26.97278,0
14,3,3,7,360.0936,176.8679,,,360.0936,176.8679,176.5762,48.58278,,,,,176.5762,48.58278,2
14,3,4,17,233.5106,92.35069,242.6281,132.8318,224.9802,128.4839,144.2294,30.02163,4.973999,60.04327,146.7164,42.70122,141.7424,42.21137,0
14,3,5,12,358.807,75.81007,396.9533,95.85742,295.1039,123.874,180.9746,22.67827,32.60228,45.35653,197.2758,24.29528,164.6735,38.30084,0
14,3,6,1,893.5597,390.2974,893.5597,390.2974,,,269.1103,71.34476,,,269.1103,71.34476,,,1
14,3,7,14,105.451,152.0296,105.451,152.0296,,,116.2964,45.33206,,,116.2964,45.33206,,,1
14,3,8,5,,,,,,,,,,,,,,,
14,3,9,14,,,,,,,,,,,,,,,
14,3,10,12,,,,,,,,,,,,,,,
14,3,11,18,,,,,,,,,,,,,,,
14,3,12,2,,,,,,,,,,,,,,,
14,3,13,0,,,,,,,,,,,,,,,
14,4,0,14,211.957,86.4048,211.957,86.4048,211.957,86.4048,129.5139,27.15359,0,0,129.5139,38.40097,129.5139,38.40097,0
14,4,1,15,366.0687,143.8453,356.6536,145.7423,720.6932,894.4548,196.6742,53.13297,-39.99159,106.2659,176.6784,41.83824,216.67,97.68323,0
14,4,2,13,333.1858,86.75449,336.6735,124.7726,329.9216,120.7072,173.2486,25.85214,1.424683,51.70429,173.961,36.97367,172.5363,36.14251,0
14,4,3,16,122.328,81.48908,160.8343,98.69653,39.85836,144.4384,111.7239,28.19758,20.57359,56.39515,122.0107,37.13056,101.4371,42.44685,0
14,4,4,0,518.706,123.2611,96.97157,172.1599,962.2657,176.5585,210.9654,27.83928,-185.9571,55.67855,117.9869,47.50278,303.944,29.04457,0
14,4,5,2,3388.955,981.9755,3555.077,1136.314,2898.985,1951.504,429.2809,96.49304,134.3587,192.9861,496.4602,116.3494,362.1015,153.9689,0
14,4,6,9,51.51607,57.86971,40.72891,98.84248,57.14223,71.38319,86.14444,23.83961,4.397308,47.67921,88.34309,35.81735,83.94579,31.47102,0
14,4,7,4,164.7558,223.4771,164.7558,223.4771,,,139.9376,54.87644,,,139.9376,54.87644,,,1
14,4,8,13,,,,,,,,,,,,,,,
14,4,9,5,,,,,,,,,,,,,,,
14,4,10,9,,,,,,,,,,,,,,,
14,4,11,8,,,,,,,,,,,,,,,
14,4,12,19,,,,,,,,,,,,,,,
14,4,13,4,,,,,,,,,,,,,,,
14,5,0,9,87.28931,43.90863,87.28931,43.90863,87.28931,43.90863,80.00104,20.97654,0,0,80.00104,29.66531,80.00104,29.66531,0
14,5,1,5,233.6039,59.78417,528.1911,139.4771,167.2992,66.17102,173.9622,20.7413,99.1609,41.4826,223.5427,31.19697,124.3818,27.34147,0
14,5,2,1,35.67335,46.43317,68.75479,81.05151,19.51204,56.65095,78.09083,21.54909,23.62463,43.09819,89.90314,33.56821,66.27851,27.03016,0
14,5,3,13,882.9578,383.3076,862.1296,543.9833,903.4968,540.1942,246.3403,61.83185,-5.177979,123.6637,243.7514,87.48866,248.9293,87.39819,0
14,5,4,2,707.8807,222.0484,803.323,286.3788,564.0036,351.614,238.0003,45.15168,48.88016,90.30337,262.4404,56.18931,213.5602,70.69271,0
14,5,5,7,805.2556,248.7903,668.7469,328.3155,989.3614,381.2808,266.1566,46.99964,-52.16452,93.99928,240.0743,66.25253,292.2388,66.68183,0
14,5,6,4,2513.584,847.3057,3030.22,1456.72,2249.426,1041.637,343.9936,92.13519,5.934052,184.2704,346.9606,138.8045,341.0266,121.1977,0
14,5,7,9,751.6437,306.3648,400.9431,557.5291,903.3474,366.6885,234.1997,53.78971,-70.29865,107.5794,199.0504,83.3507,269.3491,68.01466,0
14,5,8,14,1504.849,999.6554,,,1504.849,999.6554,241.4645,106.4371,,,,,241.4645,106.4371,2
14,5,9,17,,,,,,,,,,,,,,,
14,5,10,3,,,,,,,,,,,,,,,
14,5,11,9,,,,,,,,,,,,,,,
14,5,12,4,,,,,,,,,,,,,,,
14,5,13,17,,,,,,,,,,,,,,,
14,6,0,14,47.9508,69.01262,47.9508,69.01262,47.9508,69.01262,60.28704,24.86522,-0,0,60.28704,35.16474,60.28704,35.16474,0
14,6,1,18,137.45,47.79633,150.7505,96.89854,133.1733,54.94582,114.8255,22.37574,6.774452,44.75149,118.2127,36.95763,111.4383,25.23547,0
14,6,2,15,481.4289,108.2246,323.8715,175.6166,577.9023,137.4199,201.888,28.57541,-67.5955,57.15082,168.0902,49.15593,235.6857,29.15322,0
14,6,3,4,2450.451,735.8046,2283.331,1410.019,2512.991,862.5643,337.1169,83.33582,-94.8157,166.6716,289.7091,127.0891,384.5248,107.8323,0
14,6,4,11,1522.805,484.0286,951.9621,591.0869,2684.742,843.3047,352.1111,67.16518,-176.0656,134.3304,264.0782,91.54562,440.1439,98.30585,0
14,6,5,17,493.4327,190.4827,498.4639,205.3504,462.4142,509.886,213.0576,48.30009,-1.561996,96.60018,212.2766,49.27499,213.8386,83.08772,0
14,6,6,13,3781.956,1529.804,3452.305,2142.64,4124.744,2184.918,327.3395,105.5069,-19.40128,211.0139,317.6389,146.0824,337.0402,152.272,0
14,6,7,8,,,,,,,,,,,,,,,
14,6,8,14,139.4604,180.3876,139.4604,180.3876,,,123.4907,49.03049,,,123.4907,49.03049,,,1
14,6,9,18,,,,,,,,,,,,,,,
14,6,10,9,,,,,,,,,,,,,,,
14,6,11,8,,,,,,,,,,,,,,,
14,6,12,6,,,,,,,,,,,,,,,
14,6,13,18,,,,,,,,,,,,,,,
14,7,0,12,716.6965,451.435,716.6965,451.435,716.6965,451.435,200.5095,68.70444,-0,0,200.5095,97.16277,200.5095,97.16277,0
14,7,1,3,234.9351,58.54133,184.2132,93.16036,268.0341,75.256,145.6913,21.04508,-31.92363,42.09016,129.7295,35.06797,161.6531,23.277,0
14,7,2,17,2293.7,618.9628,2780.474,716.4694,861.5067,1228.95,345.0858,68.35888,217.4766,136.7178,453.8241,81.93577,236.3475,109.4453,0
14,7,3,12,99.43964,67.40675,99.43964,67.40675,,,97.79832,30.87237,,,97.79832,30.87237,,,1
14,7,4,18,75.30167,45.52291,49.4826,64.97357,100.197,63.8007,89.0013,21.15789,-18.50841,42.31578,79.74709,29.99954,98.2555,29.84381,0
14,7,5,0,519.6761,171.0514,564.2378,183.4195,222.2834,473.8378,204.888,43.61299,45.84477,87.22598,227.8104,41.81907,181.9656,76.54761,0
14,7,6,3,2079.185,716.7151,1917.346,1219.777,2164.521,885.7445,335.1011,83.82264,-56.71637,167.6453,306.7429,125.3159,363.4593,111.3592,0
14,7,7,9,1818,847.695,1818,847.695,,,288.542,108.3959,,,288.542,108.3959,,,1
14,7,8,11,245.7982,134.4301,126.8313,191.3498,361.7379,188.8996,147.504,35.74706,-48.32939,71.49412,123.3393,49.90535,171.6687,51.19439,0
14,7,9,19,,,,,,,,,,,,,,,
14,7,10,9,,,,,,,,,,,,,,,
14,7,11,17,,,,,,,,,,,,,,,
14,7,12,14,,,,,,,,,,,,,,,
14,8,0,4,309.1717,119.9325,309.1717,119.9325,309.1717,119.9325,157.694,31.11213,0,0,157.694,43.9992,157.694,43.9992,0
14,8,1,10,482.6921,83.9258,246.3384,103.1594,945.3422,144.3291,226.2303,21.19874,-153.5452,42.39748,149.4578,35.07595,303.0029,23.81646,0
14,8,2,17,54.139,50.06888,54.139,50.06888,,,76.09761,26.61838,,,76.09761,26.61838,,,1
14,8,3,13,3041.858,929.1434,3027.608,1074.201,3084.193,1851.486,389.4278,95.48488,87.36743,190.9698,433.1115,119.9724,345.7441,148.5802,0
14,8,4,14,1736.403,799.4392,1736.403,799.4392,,,357.4483,104.9896,,,357.4483,104.9896,,,1
14,8,5,3,448.4407,120.0224,,,448.4407,120.0224,207.9686,28.85589,,,,,207.9686,28.85589,2
14,8,6,6,2233.891,1090.254,2233.891,1090.254,,,344.0952,123.8226,,,344.0952,123.8226,,,1
14,8,7,16,2917.151,1758.583,2917.151,1758.583,,,323.1348,141.8404,,,323.1348,141.8404,,,1
14,8,8,1,,,,,,,,,,,,,,,
14,8,9,3,319.8515,168.1951,588.8615,307.3644,204.8651,200.9521,161.0595,41.98085,59.64404,83.9617,190.8815,66.02948,131.2374,51.86208,0
14,8,10,2,,,,,,,,,,,,,,,
14,8,11,6,,,,,,,,,,,,,,,
14,8,12,13,,,,,,,,,,,,,,,
14,9,0,2,1185.601,724.6489,1185.601,724.6489,1185.601,724.6489,240.8657,86.28273,-0,0,240.8657,122.0222,240.8657,122.0222,0
14,9,1,18,992.2669,197.2863,1098.472,241.0062,776.5438,343.482,284.7437,38.57848,72.45921,77.15695,320.9733,37.54303,248.5141,67.4071,0
14,9,2,17,118.7651,94.56211,,,118.7651,94.56211,108.8013,36.66068,,,,,108.8013,36.66068,2
14,9,3,14,8837.021,1862.571,14931.16,2673.502,3089.594,2596.338,656.9524,105.6341,621.4529,211.2682,967.6788,138.14,346.226,159.8486,0
14,9,4,4,1103.128,268.5622,1051.142,366.5753,1163.361,394.5774,309.562,44.98703,-15.08307,89.97407,302.0204,62.77409,317.1035,64.45733,0
14,9,5,5,1121.998,260.1842,1069.31,316.6118,1231.585,456.616,309.5006,45.19995,-0.3181458,90.39991,309.3415,51.17513,309.6597,74.52013,0
14,9,6,0,4668.41,2257.029,3351.237,3204.802,5964.617,3179.195,299.5953,104.4944,-37.49689,208.9888,280.8468,140.0958,318.3437,155.0789,0
14,9,7,12,1089.023,511.5269,1644.416,720.9585,526.0157,725.8832,250.3132,67.51028,98.93431,135.0206,299.7804,101.2272,200.8461,89.35104,0
14,9,8,19,233.6552,215.1118,233.6552,215.1118,,,140.0534,54.06027,,,140.0534,54.06027,,,1
14,9,9,10,1074.116,682.8799,1074.116,682.8799,,,208.5884,89.94691,,,208.5884,89.94691,,,1
14,9,10,4,,,,,,,,,,,,,,,
14,9,11,2,,,,,,,,,,,,,,,
14,9,12,19,,,,,,,,,,,,,,,
14,10,0,3,426.8294,186.3566,426.8294,186.3566,426.8294,186.3566,179.2948,41.59599,-0,0,179.2948,58.82561,179.2948,58.82561,0
14,10,1,1,355.3145,171.6543,317.9165,238.6809,395.3801,247.0468,178.241,41.50356,-15.52678,83.00711,170.4776,58.24393,186.0043,59.14242,0
14,10,2,6,692.4225,221.7483,846.465,310.6064,532.2962,316.6807,242.9058,44.48371,58.34494,88.96742,272.0783,58.74988,213.7333,66.81058,0
14,10,3,12,1729.219,626.5397,1716.805,776.3502,1752.407,1061.02,348.8376,79.92231,15.87799,159.8446,356.7766,103.0377,340.8986,122.2028,0
14,10,4,3,502.6235,231.542,,,502.6235,231.542,207.1175,54.97056,,,,,207.1175,54.97056,2
14,10,5,12,376.4201,191.5789,766.7069,376.4237,239.9864,222.5594,199.4198,45.55548,92.99742,91.11097,245.9185,71.98302,152.9211,55.85386,0
14,10,6,15,460.0653,166.3247,802.8065,287.0096,286.7616,204.0879,202.5901,39.64917,96.31607,79.29834,250.7482,58.28609,154.4321,53.76764,0
14,10,7,8,1042.503,407.1624,1042.503,407.1624,,,267.1932,73.79959,,,267.1932,73.79959,,,1
14,10,8,1,1209.427,527.816,728.8079,744.2411,1695.781,748.6677,222.5476,66.25665,-68.64449,132.5133,188.2254,86.3676,256.8698,100.5008,0
14,10,9,16,382.8737,374.2874,382.8737,374.2874,,,147.4256,65.03804,,,147.4256,65.03804,,,1
14,10,10,0,,,,,,,,,,,,,,,
14,10,11,17,,,,,,,,,,,,,,,
14,10,12,15,,,,,,,,,,,,,,,
14,11,0,7,5.293831,42.52851,5.293831,42.52851,5.293831,42.52851,39.0498,17.68897,0,0,39.0498,25.01598,39.0498,25.01598,0
14,11,1,10,1910.274,631.3517,1724.09,768.3412,2297.322,1107.811,370.8585,80.95317,-27.81271,161.9063,356.9521,102.3154,384.7649,125.48,0
14,11,2,13,378.3258,142.3839,591.4957,221.3184,227.7919,185.9823,190.7352,35.59615,81.80347,71.1923,231.6369,49.25045,149.8335,51.40755,0
14,11,3,13,3291.441,1140.967,3241.069,1919.704,3318.954,1418.741,375.1003,103.3154,-53.70639,206.6308,348.2471,150.4978,401.9535,141.5864,0
14,11,4,5,73.90724,46.21088,,,73.90724,46.21088,84.29021,25.35832,,,,,84.29021,25.35832,2
14,11,5,8,754.8752,167.1619,709.9552,202.6031,850.6567,295.8466,264.0738,34.43566,-11.95471,68.87132,258.0965,39.24949,270.0512,56.59272,0
14,11,6,13,640.884,291.1257,335.5484,535.2432,769.166,346.9328,220.2107,52.88605,-56.39139,105.7721,192.015,81.09328,248.4064,67.90889,0
14,11,7,17,489.8777,328.4615,,,489.8777,328.4615,187.6642,67.92096,,,,,187.6642,67.92096,2
14,11,8,12,984.641,628.1434,984.641,628.1434,,,209.439,88.12109,,,209.439,88.12109,,,1
14,11,9,10,201.7677,213.9327,,,201.7677,213.9327,120.7709,51.14943,,,,,120.7709,51.14943,2
14,11,10,17,498.5023,272.4193,417.3143,300.8128,868.6859,642.3314,163.65,50.55579,-15.28397,101.1116,156.0081,62.7994,171.292,79.2451,0
14,11,11,5,,,,,,,,,,,,,,,
14,11,12,4,,,,,,,,,,,,,,,
14,12,0,3,136.9395,137.8091,136.9395,137.8091,136.9395,137.8091,95.51102,36.70051,-0,0,95.51102,51.90236,95.51102,51.90236,0
14,12,1,19,278.2688,101.4264,376.1703,135.7699,154.6347,152.5731,157.6379,29.84541,58.34987,59.69081,186.8128,37.6596,128.463,46.31142,0
14,12,2,12,1001.167,199.4141,459.6028,417.1183,1161.617,227.0407,267.0493,41.59614,-132.348,83.19228,200.8753,75.8971,333.2233,34.06735,0
14,12,3,16,107.0429,130.2639,91.60576,135.5592,293.1356,470.6639,145.8681,43.80807,-72.7783,87.61614,109.4789,42.77916,182.2572,76.46262,0
14,12,4,15,2188.245,704.7793,1808.145,852.4109,3009.51,1252.972,358.8444,86.45316,-54.96066,172.9063,331.364,110.0692,386.3247,133.3468,0
14,12,5,2,1197.431,772.4382,,,1197.431,772.4382,236.2157,98.45826,,,,,236.2157,98.45826,2
14,12,6,11,1508.278,598.356,1508.278,598.356,,,291.135,91.98895,,,291.135,91.98895,,,1
14,12,7,8,321.1603,221.5245,288.3075,285.6741,370.7104,350.8379,157.1512,45.33091,-11.83456,90.66183,151.2339,61.06577,163.0684,67.01148,0
14,12,8,8,46.42076,182.8781,,,46.42076,182.8781,105.1616,45.95316,,,,,105.1616,45.95316,2
14,12,9,17,504.2825,314.9209,504.2825,314.9209,,,166.4653,65.1711,,,166.4653,65.1711,,,1
14,12,10,18,20.66906,102.2627,20.66906,102.2627,,,75.43777,33.54934,,,75.43777,33.54934,,,1
14,12,11,0,,,,,,,,,,,,,,,
14,13,0,6,,,,,,,,,,,,,,,
14,13,1,15,38.67072,48.53101,,,38.67072,48.53101,69.52319,25.97185,,,,,69.52319,25.97185,2
14,13,2,16,277.3347,112.5994,277.3347,112.5994,,,159.0697,36.19683,,,159.0697,36.19683,,,1
14,13,3,18,2865.581,1337.122,2980.632,1793.892,2721.75,2005.746,317.0674,100.6528,20.15732,201.3055,327.146,143.4314,306.9887,141.2493,0
14,13,4,8,888.9388,333.6885,996.3632,400.7264,645.9854,602.6403,244.3554,56.8974,58.85408,113.7948,273.7824,72.15836,214.9283,87.99107,0
14,13,5,5,8429.679,2437.557,7662.86,4863.033,8686.984,2816.986,360.1657,118.601,-127.1312,237.2019,296.6001,151.2759,423.7313,182.7029,0
14,13,6,15,519.6074,287.8936,,,519.6074,287.8936,196.0973,63.96727,,,,,196.0973,63.96727,2
14,13,7,10,766.1005,396.1505,646.8544,566.9813,879.8405,553.7362,199.46,58.92522,-21.60262,117.8504,188.6587,81.66324,210.2613,84.96965,0
14,13,8,5,108.5609,75.39446,,,108.5609,75.39446,97.63083,32.73492,,,,,97.63083,32.73492,2
14,13,9,19,-128.8144,406.0699,-128.8144,406.0699,,,108.7481,53.56806,,,108.7481,53.56806,,,1
14,13,10,13,399.6903,199.6284,399.6903,199.6284,,,151.544,53.13717,,,151.544,53.13717,,,1
14,13,11,7,356.456,465.9352,356.456,465.9352,,,124.0182,60.11877,,,124.0182,60.11877,,,1
14,14,0,1,1695.622,1031.118,1695.622,1031.118,1695.622,1031.118,309.3747,104.0705,0,0,309.3747,147.178,309.3747,147.178,0
14,14,1,2,416.9816,202.8221,416.9816,202.8221,416.9816,202.8221,171.42,45.13361,0,0,171.42,63.82856,171.42,63.82856,0
14,14,2,12,10147.24,4539.01,10147.24,4539.01,10147.24,4539.01,370.8287,173.434,-0,0,370.8287,245.2727,370.8287,245.2727,0
14,14,3,1,912.8035,580.1302,912.8035,580.1302,912.8035,580.1302,217.1087,77.32755,0,0,217.1087,109.3577,217.1087,109.3577,0
14,14,4,6,791.3661,346.6775,791.3661,346.6775,791.3661,346.6775,234.8161,57.85605,0,0,234.8161,81.82081,234.8161,81.82081,0
14,14,5,16,2382.503,909.5554,2382.503,909.5554,2382.503,909.5554,339.1402,97.26714,0,0,339.1402,137.5565,339.1402,137.5565,0
14,14,6,16,2094.701,975.5106,2094.701,975.5106,2094.701,975.5106,260.2128,98.31575,-0,0,260.2128,139.0395,260.2128,139.0395,0
14,14,7,10,1381.164,857.6575,1381.164,857.6575,1381.164,857.6575,195.3945,84.21262,0,0,195.3945,119.0946,195.3945,119.0946,0
14,14,8,14,360.8176,379.8754,360.8176,379.8754,360.8176,379.8754,119.8224,53.60084,-0,0,119.8224,75.80304,119.8224,75.80304,0
14,14,9,16,616.1677,419.5951,616.1677,419.5951,616.1677,419.5951,153.727,62.16225,0,0,153.727,87.91071,153.727,87.91071,0
14,14,10,2,267.9939,314.0451,267.9939,314.0451,267.9939,314.0451,100.1431,46.362,-0,0,100.1431,65.56577,100.1431,65.56577,0
14,14,11,13,7.397762,121.4045,7.397762,121.4045,7.397762,121.4045,57.25653,27.23532,0,0,57.25653,38.51656,57.25653,38.51656,0
15,0,1,5,55.9953,54.74123,55.9953,54.74123,55.9953,54.74123,61.17801,23.23915,0,0,61.17801,32.86512,61.17801,32.86512,0
15,0,2,16,465.5303,182.883,465.5303,182.883,465.5303,182.883,190.8198,39.09357,0,0,190.8198,55.28665,190.8198,55.28665,0
15,0,3,1,992.0728,283.6425,992.0728,283.6425,992.0728,283.6425,294.4256,37.47123,0,0,294.4256,52.99232,294.4256,52.99232,0
15,0,4,8,29.99149,28.01756,29.99149,28.01756,29.99149,28.01756,45.05195,16.76093,0,0,45.05195,23.70354,45.05195,23.70354,0
15,0,5,2,62.74814,167.5411,62.74814,167.5411,62.74814,167.5411,83.2245,36.53813,0,0,83.2245,51.67271,83.2245,51.67271,0
15,0,6,19,585.9329,306.7872,585.9329,306.7872,585.9329,306.7872,194.7097,56.6036,-0,0,194.7097,80.04958,194.7097,80.04958,0
15,0,7,10,,,,,,,,,,,,,,,
15,0,8,6,,,,,,,,,,,,,,,
15,0,9,9,,,,,,,,,,,,,,,
15,0,10,3,,,,,,,,,,,,,,,
15,0,11,9,,,,,,,,,,,,,,,
15,0,12,4,,,,,,,,,,,,,,,
15,0,13,6,,,,,,,,,,,,,,,
15,1,0,7,496.8026,192.6667,496.8026,192.6667,496.8026,192.6667,196.2275,40.06181,-0,0,196.2275,56.65595,196.2275,56.65595,0
15,1,1,8,124.949,40.75764,128.3491,64.34618,122.6708,52.67104,107.8162,19.17259,1.962433,38.34518,108.7974,29.02554,106.835,25.05736,0
15,1,2,11,152.5823,46.59458,120.6389,50.37122,341.9597,122.6467,141.4547,21.68302,-70.34022,43.36604,106.2846,24.22678,176.6248,35.96772,0
15,1,3,14,1340.508,265.3512,1514.431,347.4046,1096.942,411.1163,329.4734,42.70378,78.03662,85.40756,368.4918,47.13872,290.4551,71.22073,0
15,1,4,13,214.1436,58.76708,152.3531,146.8131,225.9332,64.12885,137.4424,25.13492,-22.98851,50.26984,125.9481,45.42646,148.9366,21.5289,0
15,1,5,11,2365.078,602.1279,1808.509,1038.601,2646.853,738.9928,412.3494,71.95975,-128.9503,143.9195,347.8743,121.2764,476.8245,77.49106,0
15,1,6,5,2062.812,626.4493,604.1014,1302.419,2501.859,714.5322,332.3866,69.90987,-194.8129,139.8197,234.9801,110.1153,429.793,86.16369,0
15,1,7,3,1238.676,433.2354,1803.597,628.7856,728.1195,597.7653,290.8167,63.02431,127.9528,126.0486,354.7931,88.74892,226.8403,89.50913,0
15,1,8,7,,,,,,,,,,,,,,,
15,1,9,3,,,,,,,,,,,,,,,
15,1,10,18,,,,,,,,,,,,,,,
15,1,11,18,,,,,,,,,,,,,,,
15,1,12,19,,,,,,,,,,,,,,,
15,1,13,7,,,,,,,,,,,,,,,
15,2,0,18,2662.669,944.2575,2662.669,944.2575,2662.669,944.2575,396.5406,94.44769,0,0,396.5406,133.5692,396.5406,133.5692,0
15,2,1,7,119.6171,44.43112,107.4143,73.99929,126.4964,55.56112,104.8076,20.74648,-7.182213,41.49296,101.2165,32.38741,108.3987,25.93688,0
15,2,2,4,1045.581,321.838,660.8055,656.8557,1167.135,369.19,266.9455,55.16651,-88.75937,110.333,222.5658,91.61541,311.3252,61.48164,0
15,2,3,0,615.2449,178.5739,604.6926,252.2882,625.8398,252.7958,225.9079,39.65776,-4.326279,79.31553,223.7447,56.36627,228.071,55.8014,0
15,2,4,14,1417.84,310.2401,2018.097,534.0474,1112.089,381.1494,361.5841,45.37027,111.5154,90.74053,417.3418,63.98202,305.8264,64.34396,0
15,2,5,6,111.1062,56.56586,161.1152,113.3614,94.52635,65.27259,110.7106,25.14962,28.65009,50.29924,125.0356,40.09398,96.38553,30.37246,0
15,2,6,1,954.836,365.213,954.836,365.213,,,277.8116,66.51315,,,277.8116,66.51315,,,1
15,2,7,16,185.4196,110.8663,272.1493,150.875,83.62123,163.457,133.6136,32.41263,41.21049,64.82526,154.2188,45.70414,113.0084,45.97223,0
15,2,8,4,,,,,,,,,,,,,,,
15,2,9,4,,,,,,,,,,,,,,,
15,2,10,5,,,,,,,,,,,,,,,
15,2,11,2,,,,,,,,,,,,,,,
15,2,12,12,,,,,,,,,,,,,,,
15,2,13,13,,,,,,,,,,,,,,,
15,3,0,2,512.1335,216.515,512.1335,216.515,512.1335,216.515,194.3906,44.66827,0,0,194.3906,63.17048,194.3906,63.17048,0
15,3,1,11,716.9966,202.0496,694.9556,256.2711,753.2048,328.4634,242.9754,42.65422,-1.538071,85.30844,242.2063,54.25915,243.7444,65.82913,0
15,3,2,7,133.0429,51.48789,125.3554,54.4086,198.9337,159.2895,122.7656,26.97518,-29.10863,53.95037,108.2113,25.52362,137.3199,47.5309,0
15,3,3,15,49.19437,54.20639,515.5587,312.5935,34.73576,55.04025,136.0439,36.01695,131.2045,72.03391,201.6461,66.65482,70.4416,27.31336,0
15,3,4,7,2200.091,560.7318,2549.733,730.6176,1698.98,874.6713,387.2319,70.08453,117.749,140.1691,446.1064,84.9453,328.3574,111.4974,0
15,3,5,13,577.3126,246.959,472.2003,406.1141,638.9891,311.0868,221.6611,49.60211,-26.59732,99.20422,208.3624,75.5131,234.9597,64.33699,0
15,3,6,18,19.5179,57.91633,282.9153,376.702,13.14104,58.61322,119.6472,37.61513,108.2157,75.23026,173.755,70.13811,65.53931,27.2073,0
15,3,7,17,222.0835,215.2908,,,222.0835,215.2908,143.9576,54.48693,,,,,143.9576,54.48693,2
15,3,8,6,,,,,,,,,,,,,,,
15,3,9,18,,,,,,,,,,,,,,,
15,3,10,10,,,,,,,,,,,,,,,
15,3,11,16,,,,,,,,,,,,,,,
15,3,12,10,,,,,,,,,,,,,,,
15,3,13,1,,,,,,,,,,,,,,,
15,4,0,19,361.3093,177.3349,361.3093,177.3349,361.3093,177.3349,159.0947,42.31765,-0,0,159.0947,59.8462,159.0947,59.8462,0
15,4,1,8,96.58161,39.11831,108.4799,46.17601,66.33604,73.62151,94.09959,19.84149,13.60391,39.68299,100.9016,23.32974,87.29764,32.10082,0
15,4,2,15,163.7043,70.28043,233.8758,182.4629,151.48,76.15644,132.4795,29.94354,28.73539,59.88709,146.8472,50.86686,118.1118,31.60736,0
15,4,3,10,921.1276,171.201,458.9159,244.8716,1363.095,239.449,277.3965,33.56965,-164.2292,67.1393,195.2819,58.29803,359.5111,33.30202,0
15,4,4,18,20.3362,41.66868,-1.260608,60.76125,39.51042,57.252,68.20643,19.44549,-10.53746,38.89098,62.9377,26.97704,73.47516,28.01335,0
15,4,5,16,396.8391,137.0853,449.2562,163.3132,271.8148,252.2212,183.8424,36.31532,38.67508,72.63063,203.1799,41.62343,164.5048,59.52057,0
15,4,6,14,73.05007,63.8377,49.11656,71.03472,173.5314,145.5493,105.8037,27.52776,-49.11375,55.05552,81.24678,31.13739,130.3605,45.40454,0
15,4,7,3,286.8488,178.0805,308.2374,206.2431,224.181,353.0294,156.3113,42.48096,4.701645,84.96193,158.6622,54.14168,153.9605,65.47677,0
15,4,8,9,89.26744,109.4543,89.26744,109.4543,,,100.9624,38.66341,,,100.9624,38.66341,,,1
15,4,9,8,,,,,,,,,,,,,,,
15,4,10,5,,,,,,,,,,,,,,,
15,4,11,6,,,,,,,,,,,,,,,
15,4,12,9,,,,,,,,,,,,,,,
15,5,0,7,2844.989,789.6934,2844.989,789.6934,2844.989,789.6934,472.6086,66.41132,-0,0,472.6086,93.91978,472.6086,93.91978,0
15,5,1,16,1185.399,289.3826,1205.74,428.6677,1168.367,392.2503,307.7169,48.37112,0.07723999,96.74224,307.7556,71.03347,307.6783,65.67577,0
15,5,2,13,187.1339,82.48428,320.16,180.425,151.9852,92.74346,142.1684,30.86,47.58921,61.72001,165.963,50.14255,118.3738,35.98728,0
15,5,3,6,1021.594,376.7775,997.968,433.1035,1095.12,764.0317,272.4087,63.60628,11.27802,127.2126,278.0477,75.81446,266.7697,102.1528,0
15,5,4,8,258.2386,92.11385,351.3708,135.1901,177.5328,125.8483,155.4917,28.63213,49.4351,57.26426,180.2092,38.62596,130.7741,42.27565,0
15,5,5,1,503.6748,161.8589,529.0826,261.248,487.8458,206.203,210.0932,38.81672,5.148636,77.63345,212.6675,59.24906,207.5189,50.16474,0
15,5,6,10,115.9824,67.3129,124.7408,83.98653,100.2516,112.5574,107.9075,26.2537,2.385864,52.50741,109.1004,34.46273,106.7145,39.61499,0
15,5,7,11,268.3539,196.7563,369.2727,365.0854,227.0437,233.5805,163.5298,45.05116,30.04152,90.10233,178.5505,70.11076,148.509,56.59425,0
15,5,8,7,563.5114,379.3412,,,563.5114,379.3412,197.2939,72.82805,,,,,197.2939,72.82805,2
15,5,9,18,,,,,,,,,,,,,,,
15,5,10,12,,,,,,,,,,,,,,,
15,5,11,5,,,,,,,,,,,,,,,
