H,K,L,F,SIGF,DANO,SIGDANO,F(+),SIGF(+),F(-),SIGF(-),ISYM,IMEAN,SIGIMEAN,I(+),SIGI(+),I(-),SIGI(-),FreeR_flag
7,0,10,,,,,,,,,,,,,,,,1
7,0,11,,,,,,,,,,,,,,,,19
7,0,12,,,,,,,,,,,,,,,,17
7,0,13,,,,,,,,,,,,,,,,11
7,0,14,,,,,,,,,,,,,,,,9
7,0,15,,,,,,,,,,,,,,,,2
7,0,16,,,,,,,,,,,,,,,,14
7,0,17,,,,,,,,,,,,,,,,1
7,0,18,,,,,,,,,,,,,,,,9
7,1,0,458.9322,23.24534,0,0,458.9322,23.24534,458.9322,23.24534,0,6.608208,0.6655279,6.608208,0.6655279,6.608208,0.6655279,18
7,1,1,464.2734,22.55843,-34.12213,45.64021,445.7801,33.46361,479.9023,31.03572,0,6.74557,0.6555167,6.254011,0.9268594,7.237514,0.9272219,0
7,1,2,375.6289,41.80023,-104.078,88.14324,317.8322,70.46628,421.9102,52.95031,0,4.47038,0.966073,3.286496,1.365004,5.658538,1.367466,5
7,1,3,,,,,,,,,,,,,,,,3
7,1,4,,,,,,,,,,,,,,,,9
7,1,5,,,,,,,,,,,,,,,,2
7,1,6,,,,,,,,,,,,,,,,6
7,1,7,,,,,,,,,,,,,,,,2
7,1,8,,,,,,,,,,,,,,,,6
7,1,9,,,,,,,,,,,,,,,,5
7,1,10,,,,,,,,,,,,,,,,6
7,1,11,,,,,,,,,,,,,,,,17
7,1,12,,,,,,,,,,,,,,,,18
7,1,13,,,,,,,,,,,,,,,,1
7,1,14,,,,,,,,,,,,,,,,18
7,1,15,,,,,,,,,,,,,,,,10
7,1,16,,,,,,,,,,,,,,,,13
7,1,17,,,,,,,,,,,,,,,,4
7,1,18,,,,,,,,,,,,,,,,11
7,2,0,431.7252,23.41175,-0,0,431.7252,23.41175,431.7252,23.41175,0,5.850107,0.6302539,5.850107,0.6302539,5.850107,0.6302539,6
7,2,1,834.0062,17.57755,-3.685852,35.15531,832.1631,24.90101,835.849,24.81603,0,21.76755,0.9175478,21.67145,1.29696,21.86385,1.298258,10
7,2,2,439.5351,36.58434,-172.3896,80.83712,343.7661,67.59438,516.1558,44.33553,0,6.087785,0.9973023,3.8279,1.402534,8.39908,1.418397,14
7,2,3,,,,,,,,,,,,,,,,0
7,2,4,,,,,,,,,,,,,,,,10
7,2,5,,,,,,,,,,,,,,,,14
7,2,6,,,,,,,,,,,,,,,,14
7,2,7,,,,,,,,,,,,,,,,7
7,2,8,,,,,,,,,,,,,,,,13
7,2,9,,,,,,,,,,,,,,,,0
7,2,10,,,,,,,,,,,,,,,,3
7,2,11,,,,,,,,,,,,,,,,14
7,2,12,,,,,,,,,,,,,,,,3
7,2,13,,,,,,,,,,,,,,,,17
7,2,14,,,,,,,,,,,,,,,,2
7,2,15,,,,,,,,,,,,,,,,3
7,2,16,,,,,,,,,,,,,,,,14
7,2,17,,,,,,,,,,,,,,,,15
7,2,18,,,,,,,,,,,,,,,,15
7,3,0,769.0273,21.71027,0,0,769.0273,21.71027,769.0273,21.71027,0,18.50779,1.04498,18.50779,1.04498,18.50779,1.04498,11
7,3,1,921.9444,17.70097,35.70697,35.42869,939.6227,24.56039,903.9158,25.53389,0,26.59993,1.021417,27.62982,1.444408,25.56978,1.444595,17
7,3,2,1106.825,32.31514,7.873413,64.63052,1110.772,45.637,1102.898,45.76427,0,38.33796,2.238649,38.61186,3.172802,38.06643,3.159098,14
7,3,3,,,,,,,,,,,,,,,,16
7,3,4,,,,,,,,,,,,,,,,2
7,3,5,,,,,,,,,,,,,,,,5
7,3,6,,,,,,,,,,,,,,,,12
7,3,7,,,,,,,,,,,,,,,,16
7,3,8,,,,,,,,,,,,,,,,18
7,3,9,,,,,,,,,,,,,,,,17
7,3,10,,,,,,,,,,,,,,,,9
7,3,11,,,,,,,,,,,,,,,,11
7,3,12,,,,,,,,,,,,,,,,18
7,3,13,,,,,,,,,,,,,,,,3
7,3,14,,,,,,,,,,,,,,,,10
7,3,15,,,,,,,,,,,,,,,,10
7,3,16,,,,,,,,,,,,,,,,10
7,3,17,,,,,,,,,,,,,,,,17
7,3,18,,,,,,,,,,,,,,,,1
7,4,0,632.1428,21.36876,0,0,632.1428,21.36876,632.1428,21.36876,0,12.50551,0.8454648,12.50551,0.8454648,12.50551,0.8454648,9
7,4,1,489.973,17.64497,-14.56732,35.39836,482.279,25.48612,496.8463,24.56626,0,7.513035,0.5411206,7.299305,0.7665818,7.725297,0.7639452,9
7,4,2,385.2267,25.9183,-61.97989,53.27964,351.5077,41.04197,413.4876,33.97465,0,4.665166,0.6212846,3.919482,0.8859498,5.386702,0.871487,16
7,4,3,,,,,,,,,,,,,,,,16
7,4,4,,,,,,,,,,,,,,,,3
7,4,5,,,,,,,,,,,,,,,,2
7,4,6,,,,,,,,,,,,,,,,15
7,4,7,,,,,,,,,,,,,,,,19
7,4,8,,,,,,,,,,,,,,,,16
7,4,9,,,,,,,,,,,,,,,,7
7,4,10,,,,,,,,,,,,,,,,18
7,4,11,,,,,,,,,,,,,,,,18
7,4,12,,,,,,,,,,,,,,,,6
7,4,13,,,,,,,,,,,,,,,,7
7,4,14,,,,,,,,,,,,,,,,8
7,4,15,,,,,,,,,,,,,,,,17
7,4,16,,,,,,,,,,,,,,,,7
7,4,17,,,,,,,,,,,,,,,,0
7,4,18,,,,,,,,,,,,,,,,3
7,5,0,985.4822,24.83646,0,0,985.4822,24.83646,985.4822,24.83646,0,30.39265,1.531932,30.39265,1.531932,30.39265,1.531932,5
7,5,1,749.3795,17.36354,-122.9026,35.18949,685.5209,26.81777,808.4235,22.78392,0,17.57416,0.8144062,14.7066,1.150653,20.45262,1.152838,3
7,5,2,585.139,22.13854,-58.7113,44.66178,554.506,33.23,613.2173,29.84026,0,10.71492,0.8107911,9.657001,1.147972,11.76792,1.145297,17
7,5,3,,,,,,,,,,,,,,,,19
7,5,4,,,,,,,,,,,,,,,,17
7,5,5,,,,,,,,,,,,,,,,17
7,5,6,,,,,,,,,,,,,,,,19
7,5,7,,,,,,,,,,,,,,,,4
7,5,8,,,,,,,,,,,,,,,,11
7,5,9,,,,,,,,,,,,,,,,17
7,5,10,,,,,,,,,,,,,,,,10
7,5,11,,,,,,,,,,,,,,,,3
7,5,12,,,,,,,,,,,,,,,,9
7,5,13,,,,,,,,,,,,,,,,3
7,5,14,,,,,,,,,,,,,,,,18
7,5,15,,,,,,,,,,,,,,,,7
7,5,16,,,,,,,,,,,,,,,,10
7,5,17,,,,,,,,,,,,,,,,2
7,5,18,,,,,,,,,,,,,,,,13
7,6,0,357.7257,21.22657,-0,0,357.7257,21.22657,357.7257,21.22657,0,4.018831,0.4731338,4.018831,0.4731338,4.018831,0.4731338,5
7,6,1,664.8124,17.23139,19.39453,34.47807,674.4332,24.01408,655.0386,24.73987,0,13.8315,0.7170023,14.23472,1.013692,13.4278,1.014297,14
7,6,2,510.7508,21.93673,25.92184,44.21415,522.6694,30.54583,496.7476,31.96629,0,8.16374,0.7012647,8.578468,0.994915,7.754267,0.9885912,16
7,6,3,,,,,,,,,,,,,,,,10
7,6,4,,,,,,,,,,,,,,,,13
7,6,5,,,,,,,,,,,,,,,,3
7,6,6,,,,,,,,,,,,,,,,17
7,6,7,,,,,,,,,,,,,,,,5
7,6,8,,,,,,,,,,,,,,,,1
7,6,9,,,,,,,,,,,,,,,,4
7,6,10,,,,,,,,,,,,,,,,6
7,6,11,,,,,,,,,,,,,,,,12
7,6,12,,,,,,,,,,,,,,,,15
7,6,13,,,,,,,,,,,,,,,,14
7,6,14,,,,,,,,,,,,,,,,11
7,6,15,,,,,,,,,,,,,,,,4
7,6,16,,,,,,,,,,,,,,,,12
7,6,17,,,,,,,,,,,,,,,,17
7,7,0,659.0817,29.15106,0,0,659.0817,29.15106,659.0817,29.15106,0,13.59407,1.202526,13.59407,1.202526,13.59407,1.202526,14
7,7,1,265.8615,25.3411,0,0,265.8615,25.3411,265.8615,25.3411,0,2.232131,0.4165747,2.232131,0.4165747,2.232131,0.4165747,3
7,7,2,781.6765,30.18647,-0,0,781.6765,30.18647,781.6765,30.18647,0,19.12164,1.476864,19.12164,1.476864,19.12164,1.476864,13
7,7,3,242.4377,66.3383,0,0,242.4377,66.3383,242.4377,66.3383,0,1.897202,1.035845,1.897202,1.035845,1.897202,1.035845,10
7,7,4,,,,,,,,,,,,,,,,16
7,7,5,,,,,,,,,,,,,,,,2
7,7,6,,,,,,,,,,,,,,,,18
7,7,7,,,,,,,,,,,,,,,,3
7,7,8,,,,,,,,,,,,,,,,19
7,7,9,,,,,,,,,,,,,,,,7
7,7,10,,,,,,,,,,,,,,,,9
7,7,11,,,,,,,,,,,,,,,,16
7,7,12,,,,,,,,,,,,,,,,2
7,7,13,,,,,,,,,,,,,,,,4
7,7,14,,,,,,,,,,,,,,,,6
7,7,15,,,,,,,,,,,,,,,,14
7,7,16,,,,,,,,,,,,,,,,1
7,7,17,,,,,,,,,,,,,,,,3
8,0,0,553.9897,31.54207,0,0,553.9897,31.54207,553.9897,31.54207,0,9.635711,1.089162,9.635711,1.089162,9.635711,1.089162,6
8,0,1,543.8812,30.80144,0,0,543.8812,30.80144,543.8812,30.80144,0,9.286901,1.044212,9.286901,1.044212,9.286901,1.044212,18
8,0,2,757.2975,31.62103,-0,0,757.2975,31.62103,757.2975,31.62103,0,17.94751,1.4988,17.94751,1.4988,17.94751,1.4988,11
8,0,3,,,,,,,,,,,,,,,,6
8,0,4,,,,,,,,,,,,,,,,5
8,0,5,,,,,,,,,,,,,,,,0
8,0,6,,,,,,,,,,,,,,,,9
8,0,7,,,,,,,,,,,,,,,,10
8,0,8,,,,,,,,,,,,,,,,17
8,0,9,,,,,,,,,,,,,,,,4
8,0,10,,,,,,,,,,,,,,,,15
8,0,11,,,,,,,,,,,,,,,,0
8,0,12,,,,,,,,,,,,,,,,8
8,0,13,,,,,,,,,,,,,,,,16
8,0,14,,,,,,,,,,,,,,,,13
8,0,15,,,,,,,,,,,,,,,,8
8,0,16,,,,,,,,,,,,,,,,9
8,0,17,,,,,,,,,,,,,,,,19
8,0,18,,,,,,,,,,,,,,,,0
8,1,0,707.8663,21.68492,-0,0,707.8663,21.68492,707.8663,21.68492,0,15.68099,0.9607491,15.68099,0.9607491,15.68099,0.9607491,13
8,1,1,796.7766,21.46999,9.073242,42.94364,801.2928,30.16702,792.2195,30.56317,0,19.86755,1.070704,20.0934,1.51295,19.64094,1.515462,4
8,1,2,493.1471,23.97068,-55.4342,48.64097,463.6943,36.17848,519.1285,32.51249,0,7.610688,0.739874,6.769708,1.041676,8.466898,1.051067,3
8,1,3,,,,,,,,,,,,,,,,19
8,1,4,,,,,,,,,,,,,,,,0
8,1,5,,,,,,,,,,,,,,,,1
8,1,6,,,,,,,,,,,,,,,,17
8,1,7,,,,,,,,,,,,,,,,16
8,1,8,,,,,,,,,,,,,,,,2
8,1,9,,,,,,,,,,,,,,,,2
8,1,10,,,,,,,,,,,,,,,,18
8,1,11,,,,,,,,,,,,,,,,14
8,1,12,,,,,,,,,,,,,,,,11
8,1,13,,,,,,,,,,,,,,,,19
8,1,14,,,,,,,,,,,,,,,,7
8,1,15,,,,,,,,,,,,,,,,7
8,1,16,,,,,,,,,,,,,,,,4
8,1,17,,,,,,,,,,,,,,,,18
8,1,18,,,,,,,,,,,,,,,,17
8,2,0,1113.357,22.51458,0,0,1113.357,22.51458,1113.357,22.51458,0,38.79178,1.568914,38.79178,1.568914,38.79178,1.568914,13
8,2,1,492.5465,17.18258,28.04224,34.51074,506.0262,23.63551,477.984,25.14666,0,7.592163,0.5297082,8.013406,0.7485813,7.169704,0.7496608,16
8,2,2,424.4964,25.51316,51.12198,51.72408,448.7893,34.44505,397.6673,38.58652,0,5.659613,0.6747119,6.340293,0.960162,4.995616,0.9483217,7
8,2,3,,,,,,,,,,,,,,,,9
8,2,4,,,,,,,,,,,,,,,,3
8,2,5,,,,,,,,,,,,,,,,18
8,2,6,,,,,,,,,,,,,,,,2
8,2,7,,,,,,,,,,,,,,,,1
8,2,8,,,,,,,,,,,,,,,,1
8,2,9,,,,,,,,,,,,,,,,0
8,2,10,,,,,,,,,,,,,,,,7
8,2,11,,,,,,,,,,,,,,,,16
8,2,12,,,,,,,,,,,,,,,,9
8,2,13,,,,,,,,,,,,,,,,3
8,2,14,,,,,,,,,,,,,,,,10
8,2,15,,,,,,,,,,,,,,,,14
8,2,16,,,,,,,,,,,,,,,,17
8,2,17,,,,,,,,,,,,,,,,12
8,2,18,,,,,,,,,,,,,,,,17
8,3,0,187.8357,33.65929,0,0,187.8357,33.65929,187.8357,33.65929,0,1.137867,0.3811816,1.137867,0.3811816,1.137867,0.3811816,14
8,3,1,217.7353,22.37309,-85.37396,48.85298,169.4405,40.7451,254.8145,26.95275,0,1.499326,0.3005629,0.9347454,0.426805,2.054768,0.4233364,12
8,3,2,829.1951,25.85475,-132.4784,52.50218,781.7603,33.75868,914.2387,40.20983,0,21.51714,1.341832,19.12574,1.65181,26.15714,2.300874,1
8,3,3,,,,,,,,,,,,,,,,5
8,3,4,,,,,,,,,,,,,,,,17
8,3,5,,,,,,,,,,,,,,,,3
8,3,6,,,,,,,,,,,,,,,,5
8,3,7,,,,,,,,,,,,,,,,3
8,3,8,,,,,,,,,,,,,,,,11
8,3,9,,,,,,,,,,,,,,,,9
8,3,10,,,,,,,,,,,,,,,,6
8,3,11,,,,,,,,,,,,,,,,0
8,3,12,,,,,,,,,,,,,,,,0
8,3,13,,,,,,,,,,,,,,,,7
8,3,14,,,,,,,,,,,,,,,,16
8,3,15,,,,,,,,,,,,,,,,15
8,3,16,,,,,,,,,,,,,,,,19
8,3,17,,,,,,,,,,,,,,,,11
8,3,18,,,,,,,,,,,,,,,,12
8,4,0,181.8152,32.69852,0,0,181.8152,32.69852,181.8152,32.69852,0,1.066296,0.3584189,1.066296,0.3584189,1.066296,0.3584189,3
8,4,1,187.0817,23.86923,4.320435,48.82838,187.7532,34.00237,183.4328,35.04355,0,1.113134,0.2731237,1.13748,0.3848627,1.088433,0.387663,11
8,4,2,323.8798,26.10958,36.81378,53.35307,340.6533,35.36229,303.8395,39.95071,0,3.30411,0.5247829,3.670813,0.7429837,2.939038,0.7413293,7
8,4,3,,,,,,,,,,,,,,,,8
8,4,4,,,,,,,,,,,,,,,,5
8,4,5,,,,,,,,,,,,,,,,9
8,4,6,,,,,,,,,,,,,,,,1
8,4,7,,,,,,,,,,,,,,,,19
8,4,8,,,,,,,,,,,,,,,,14
8,4,9,,,,,,,,,,,,,,,,19
8,4,10,,,,,,,,,,,,,,,,11
8,4,11,,,,,,,,,,,,,,,,19
8,4,12,,,,,,,,,,,,,,,,11
8,4,13,,,,,,,,,,,,,,,,3
8,4,14,,,,,,,,,,,,,,,,1
8,4,15,,,,,,,,,,,,,,,,13
8,4,16,,,,,,,,,,,,,,,,18
8,4,17,,,,,,,,,,,,,,,,3
8,4,18,,,,,,,,,,,,,,,,13
8,5,0,435.9731,22.09508,-0,0,435.9731,22.09508,435.9731,22.09508,0,5.963582,0.6009456,5.963582,0.6009456,5.963582,0.6009456,10
8,5,1,524.4022,17.27033,11.27332,34.5472,530.0201,24.18978,518.7468,24.66503,0,8.605973,0.5668475,8.791351,0.8024634,8.421351,0.8008259,7
8,5,2,570.1404,21.63728,-34.36115,43.56068,552.0116,31.60329,586.3727,29.97941,0,10.17267,0.7721214,9.567294,1.08736,10.78836,1.096588,3
8,5,3,380.8805,39.51034,45.51605,81.86434,399.9306,52.82986,354.4146,62.53619,0,4.588899,0.9281878,5.092784,1.290038,4.048059,1.336507,11
8,5,4,,,,,,,,,,,,,,,,1
8,5,5,,,,,,,,,,,,,,,,0
8,5,6,,,,,,,,,,,,,,,,8
8,5,7,,,,,,,,,,,,,,,,0
8,5,8,,,,,,,,,,,,,,,,2
8,5,9,,,,,,,,,,,,,,,,1
8,5,10,,,,,,,,,,,,,,,,8
8,5,11,,,,,,,,,,,,,,,,3
8,5,12,,,,,,,,,,,,,,,,17
8,5,13,,,,,,,,,,,,,,,,7
8,5,14,,,,,,,,,,,,,,,,14
8,5,15,,,,,,,,,,,,,,,,7
8,5,16,,,,,,,,,,,,,,,,11
8,5,17,,,,,,,,,,,,,,,,0
8,6,0,362.5152,17.69794,0,0,362.5152,17.69794,362.5152,17.69794,0,4.112667,0.4015595,4.112667,0.4015595,4.112667,0.4015595,7
8,6,1,851.4562,17.45791,35.44727,34.94698,868.9848,24.18399,833.5375,25.22749,0,22.68797,0.9303699,23.63173,1.31535,21.7431,1.316134,16
8,6,2,409.5156,22.23928,15.26501,44.77575,416.3992,30.92112,401.1342,32.38444,0,5.263738,0.5678853,5.456108,0.800119,5.068463,0.8061368,5
8,6,3,768.6604,32.19367,26.64612,64.8293,780.5568,45.12885,753.9106,46.54272,0,18.49013,1.548838,19.13074,2.195346,17.85528,2.185463,19
8,6,4,,,,,,,,,,,,,,,,2
8,6,5,,,,,,,,,,,,,,,,1
8,6,6,,,,,,,,,,,,,,,,10
8,6,7,,,,,,,,,,,,,,,,6
8,6,8,,,,,,,,,,,,,,,,10
8,6,9,,,,,,,,,,,,,,,,14
8,6,10,,,,,,,,,,,,,,,,17
8,6,11,,,,,,,,,,,,,,,,12
8,6,12,,,,,,,,,,,,,,,,16
8,6,13,,,,,,,,,,,,,,,,4
8,6,14,,,,,,,,,,,,,,,,10
8,6,15,,,,,,,,,,,,,,,,7
8,6,16,,,,,,,,,,,,,,,,13
8,6,17,,,,,,,,,,,,,,,,19
8,7,0,396.8245,18.82333,-0,0,396.8245,18.82333,396.8245,18.82333,0,4.92797,0.4675156,4.92797,0.4675156,4.92797,0.4675156,6
8,7,1,384.2196,15.65486,-19.94827,31.54328,373.4651,22.88846,393.4134,21.70477,0,4.619874,0.3764695,4.381304,0.5324363,4.858392,0.5323802,7
8,7,2,244.0326,25.60956,45.22595,53.21253,264.3784,33.88815,219.1524,41.02641,0,1.884201,0.3853253,2.223338,0.5478498,1.552193,0.5420608,5
8,7,3,175.6274,44.33194,-146.7592,66.2768,113.545,50.11018,260.3041,43.37724,0,1.00295,0.4873628,-0.224187,0.6968723,2.17773,0.6818437,1
8,7,4,,,,,,,,,,,,,,,,9
8,7,5,,,,,,,,,,,,,,,,15
8,7,6,,,,,,,,,,,,,,,,4
8,7,7,,,,,,,,,,,,,,,,6
8,7,8,,,,,,,,,,,,,,,,4
8,7,9,,,,,,,,,,,,,,,,2
8,7,10,,,,,,,,,,,,,,,,7
8,7,11,,,,,,,,,,,,,,,,5
8,7,12,,,,,,,,,,,,,,,,5
8,7,13,,,,,,,,,,,,,,,,8
8,7,14,,,,,,,,,,,,,,,,1
8,7,15,,,,,,,,,,,,,,,,15
8,7,16,,,,,,,,,,,,,,,,2
8,7,17,,,,,,,,,,,,,,,,0
8,8,0,253.8911,32.10925,0,0,253.8911,32.10925,253.8911,32.10925,0,2.049516,0.498838,2.049516,0.498838,2.049516,0.498838,4
8,8,1,225.0422,26.28276,-0,0,225.0422,26.28276,225.0422,26.28276,0,1.606533,0.3632258,1.606533,0.3632258,1.606533,0.3632258,3
8,8,2,155.8287,43.38093,-0,0,155.8287,43.38093,155.8287,43.38093,0,0.7816305,0.4386837,0.7816305,0.4386837,0.7816305,0.4386837,7
8,8,3,433.6758,36.10071,-0,0,433.6758,36.10071,433.6758,36.10071,0,5.926566,0.9709978,5.926566,0.9709978,5.926566,0.9709978,1
8,8,4,,,,,,,,,,,,,,,,11
8,8,5,,,,,,,,,,,,,,,,14
8,8,6,,,,,,,,,,,,,,,,12
8,8,7,,,,,,,,,,,,,,,,7
8,8,8,,,,,,,,,,,,,,,,11
8,8,9,,,,,,,,,,,,,,,,10
8,8,10,,,,,,,,,,,,,,,,4
8,8,11,,,,,,,,,,,,,,,,16
8,8,12,,,,,,,,,,,,,,,,1
8,8,13,,,,,,,,,,,,,,,,14
8,8,14,,,,,,,,,,,,,,,,1
8,8,15,,,,,,,,,,,,,,,,6
8,8,16,,,,,,,,,,,,,,,,15
8,8,17,,,,,,,,,,,,,,,,9
9,0,0,79.95747,36.57812,-0,0,79.95747,36.57812,79.95747,36.57812,0,-0.2897387,0.4106364,-0.2897387,0.4106364,-0.2897387,0.4106364,6
9,0,1,681.1979,30.05845,0,0,681.1979,30.05845,681.1979,30.05845,0,14.52171,1.281566,14.52171,1.281566,14.52171,1.281566,6
9,0,2,437.8271,33.96188,0,0,437.8271,33.96188,437.8271,33.96188,0,6.035146,0.9233869,6.035146,0.9233869,6.035146,0.9233869,7
9,0,3,,,,,,,,,,,,,,,,9
9,0,4,,,,,,,,,,,,,,,,17
9,0,5,,,,,,,,,,,,,,,,0
9,0,6,,,,,,,,,,,,,,,,5
9,0,7,,,,,,,,,,,,,,,,12
9,0,8,,,,,,,,,,,,,,,,18
9,0,9,,,,,,,,,,,,,,,,8
9,0,10,,,,,,,,,,,,,,,,16
9,0,11,,,,,,,,,,,,,,,,10
9,0,12,,,,,,,,,,,,,,,,19
9,0,13,,,,,,,,,,,,,,,,7
9,0,14,,,,,,,,,,,,,,,,14
9,0,15,,,,,,,,,,,,,,,,12
9,0,16,,,,,,,,,,,,,,,,0
9,0,17,,,,,,,,,,,,,,,,16
9,0,18,,,,,,,,,,,,,,,,13
9,1,0,680.3699,21.57877,-0,0,680.3699,21.57877,680.3699,21.57877,0,14.48643,0.9189096,14.48643,0.9189096,14.48643,0.9189096,14
9,1,1,161.3989,25.09074,-106.2193,47.53741,104.6439,39.23214,210.8632,26.84482,0,0.8346211,0.245231,0.2515317,0.3473621,1.414011,0.3462585,9
9,1,2,186.4223,37.76973,-19.75444,71.0234,176.8427,51.33611,196.5972,49.08082,0,1.127195,0.4255997,0.9972343,0.6017086,1.257311,0.6020693,2
9,1,3,,,,,,,,,,,,,,,,9
9,1,4,,,,,,,,,,,,,,,,1
9,1,5,,,,,,,,,,,,,,,,13
9,1,6,,,,,,,,,,,,,,,,3
9,1,7,,,,,,,,,,,,,,,,9
9,1,8,,,,,,,,,,,,,,,,3
9,1,9,,,,,,,,,,,,,,,,3
9,1,10,,,,,,,,,,,,,,,,8
9,1,11,,,,,,,,,,,,,,,,19
9,1,12,,,,,,,,,,,,,,,,9
9,1,13,,,,,,,,,,,,,,,,7
9,1,14,,,,,,,,,,,,,,,,3
9,1,15,,,,,,,,,,,,,,,,15
9,1,16,,,,,,,,,,,,,,,,9
9,1,17,,,,,,,,,,,,,,,,8
9,1,18,,,,,,,,,,,,,,,,9
9,2,0,260.4457,27.23344,-0,0,260.4457,27.23344,260.4457,27.23344,0,2.146002,0.4373711,2.146002,0.4373711,2.146002,0.4373711,13
9,2,1,389.1005,18.15515,53.79089,36.98177,414.1705,24.22171,360.3796,27.94565,0,4.737995,0.4421429,5.38661,0.6251574,4.088853,0.6254117,8
9,2,2,372.7558,24.60473,90.09515,51.29692,414.4225,31.46634,324.3274,40.51226,0,4.3673,0.5708138,5.405792,0.8100948,3.343254,0.8044403,10
9,2,3,,,,,,,,,,,,,,,,1
9,2,4,,,,,,,,,,,,,,,,19
9,2,5,,,,,,,,,,,,,,,,18
9,2,6,,,,,,,,,,,,,,,,12
9,2,7,,,,,,,,,,,,,,,,13
9,2,8,,,,,,,,,,,,,,,,0
9,2,9,,,,,,,,,,,,,,,,6
9,2,10,,,,,,,,,,,,,,,,11
9,2,11,,,,,,,,,,,,,,,,2
9,2,12,,,,,,,,,,,,,,,,7
9,2,13,,,,,,,,,,,,,,,,14
9,2,14,,,,,,,,,,,,,,,,6
9,2,15,,,,,,,,,,,,,,,,9
9,2,16,,,,,,,,,,,,,,,,0
9,2,17,,,,,,,,,,,,,,,,12
9,3,0,109.075,37.53342,0,0,109.075,37.53342,109.075,37.53342,0,0.336687,0.3101442,0.336687,0.3101442,0.336687,0.3101442,2
9,3,1,774.6085,17.27445,-135.4307,35.07267,704.0648,26.85036,839.4954,22.56436,0,18.7774,0.8375054,15.51301,1.183215,22.05503,1.185611,17
9,3,2,559.1528,20.02508,-34.76843,40.57837,544.7152,26.49566,579.4836,30.73408,0,9.784351,0.7008188,9.285603,0.9033276,10.53841,1.110726,14
9,3,3,494.6928,35.24257,115.9984,75.17423,543.9093,43.99136,427.9109,60.9584,0,7.697318,1.084066,9.318841,1.484774,5.846046,1.586477,14
9,3,4,,,,,,,,,,,,,,,,8
9,3,5,,,,,,,,,,,,,,,,2
9,3,6,,,,,,,,,,,,,,,,7
9,3,7,,,,,,,,,,,,,,,,2
9,3,8,,,,,,,,,,,,,,,,13
9,3,9,,,,,,,,,,,,,,,,7
9,3,10,,,,,,,,,,,,,,,,12
9,3,11,,,,,,,,,,,,,,,,2
9,3,12,,,,,,,,,,,,,,,,15
9,3,13,,,,,,,,,,,,,,,,13
9,3,14,,,,,,,,,,,,,,,,11
9,3,15,,,,,,,,,,,,,,,,2
9,3,16,,,,,,,,,,,,,,,,9
9,3,17,,,,,,,,,,,,,,,,4
9,4,0,58.48256,27.31096,-0,0,58.48256,27.31096,58.48256,27.31096,0,-0.2434499,0.2469265,-0.2434499,0.2469265,-0.2434499,0.2469265,7
9,4,1,408.0367,17.41631,-6.117249,35.07184,404.1928,25.06104,410.3101,24.53524,0,5.210381,0.4447915,5.132373,0.6308734,5.287484,0.627203,12
9,4,2,529.923,18.18562,-12.2135,36.37976,523.7896,26.00124,536.0031,25.4445,0,8.788133,0.6031731,8.58588,0.8524169,8.990953,0.8536155,16
9,4,3,368.5242,40.83988,218.8745,90.96717,453.2885,44.45239,234.414,79.36631,0,4.302463,0.9261623,6.492055,1.244934,1.588656,1.385971,18
9,4,4,,,,,,,,,,,,,,,,16
9,4,5,,,,,,,,,,,,,,,,9
9,4,6,,,,,,,,,,,,,,,,7
9,4,7,,,,,,,,,,,,,,,,2
9,4,8,,,,,,,,,,,,,,,,5
9,4,9,,,,,,,,,,,,,,,,0
9,4,10,,,,,,,,,,,,,,,,10
9,4,11,,,,,,,,,,,,,,,,4
9,4,12,,,,,,,,,,,,,,,,17
9,4,13,,,,,,,,,,,,,,,,16
9,4,14,,,,,,,,,,,,,,,,14
9,4,15,,,,,,,,,,,,,,,,8
9,4,16,,,,,,,,,,,,,,,,3
9,4,17,,,,,,,,,,,,,,,,7
9,5,0,90.1925,34.39412,-0,0,90.1925,34.39412,90.1925,34.39412,0,0.1732304,0.2696543,0.1732304,0.2696543,0.1732304,0.2696543,11
9,5,1,639.6674,17.12254,17.62555,34.2613,648.3912,23.85087,630.7656,24.59619,0,12.805,0.6855253,13.15665,0.9679264,12.45108,0.9710395,12
9,5,2,363.222,19.74096,3.462463,39.71142,364.38,27.78592,360.9175,28.37146,0,4.14095,0.4471028,4.179315,0.6289182,4.101748,0.6357344,11
9,5,3,184.21,56.61682,111.7095,88.71127,257.6275,62.95148,145.918,62.50441,0,1.059509,0.71598,2.160446,1.006446,-0.06854013,1.018763,16
9,5,4,,,,,,,,,,,,,,,,17
9,5,5,,,,,,,,,,,,,,,,15
9,5,6,,,,,,,,,,,,,,,,6
9,5,7,,,,,,,,,,,,,,,,1
9,5,8,,,,,,,,,,,,,,,,4
9,5,9,,,,,,,,,,,,,,,,2
9,5,10,,,,,,,,,,,,,,,,10
9,5,11,,,,,,,,,,,,,,,,9
9,5,12,,,,,,,,,,,,,,,,15
9,5,13,,,,,,,,,,,,,,,,15
9,5,14,,,,,,,,,,,,,,,,19
9,5,15,,,,,,,,,,,,,,,,13
9,5,16,,,,,,,,,,,,,,,,14
9,5,17,,,,,,,,,,,,,,,,19
9,6,0,291.6801,18.78011,0,0,291.6801,18.78011,291.6801,18.78011,0,2.673527,0.341029,2.673527,0.341029,2.673527,0.341029,11
